,Station,Date,num_entries
9077,74 ST-BROADWAY,03/09/2020,2643
9078,74 ST-BROADWAY,03/10/2020,2607
9079,74 ST-BROADWAY,03/11/2020,2441
9080,74 ST-BROADWAY,03/12/2020,2388
9081,74 ST-BROADWAY,03/13/2020,2291
9082,74 ST-BROADWAY,03/14/2020,1712
9083,74 ST-BROADWAY,03/15/2020,1387
9084,74 ST-BROADWAY,03/16/2020,1706
9085,74 ST-BROADWAY,03/17/2020,1299
9086,74 ST-BROADWAY,03/18/2020,1268
9087,74 ST-BROADWAY,03/19/2020,1091
9088,74 ST-BROADWAY,03/20/2020,1069
9089,74 ST-BROADWAY,03/21/2020,769
9090,74 ST-BROADWAY,03/22/2020,516
9091,74 ST-BROADWAY,03/23/2020,453
9092,74 ST-BROADWAY,03/24/2020,520
9093,74 ST-BROADWAY,03/25/2020,427
9094,74 ST-BROADWAY,03/26/2020,402
9095,74 ST-BROADWAY,03/27/2020,431
9096,74 ST-BROADWAY,12/28/2019,2484
9097,74 ST-BROADWAY,12/29/2019,2005
9098,74 ST-BROADWAY,12/30/2019,2681
9099,74 ST-BROADWAY,12/31/2019,2823
9100,75 AV,01/01/2020,1060
9101,75 AV,01/02/2020,3230
9102,75 AV,01/03/2020,3230
9103,75 AV,01/04/2020,1586
9104,75 AV,01/05/2020,1320
9105,75 AV,01/06/2020,3566
9106,75 AV,01/07/2020,3753
9107,75 AV,01/08/2020,3669
9108,75 AV,01/09/2020,3722
9109,75 AV,01/10/2020,3587
9110,75 AV,01/11/2020,1740
9111,75 AV,01/12/2020,1220
9112,75 AV,01/13/2020,3554
9113,75 AV,01/14/2020,3644
9114,75 AV,01/15/2020,3624
9115,75 AV,01/16/2020,3756
9116,75 AV,01/17/2020,3552
9117,75 AV,01/18/2020,1512
9118,75 AV,01/19/2020,1305
9119,75 AV,01/20/2020,2095
9120,75 AV,01/21/2020,3535
9121,75 AV,01/22/2020,3618
9122,75 AV,01/23/2020,3605
9123,75 AV,01/24/2020,3487
9124,75 AV,01/25/2020,1615
9125,75 AV,01/26/2020,1373
9126,75 AV,01/27/2020,3481
9127,75 AV,01/28/2020,3765
9128,75 AV,01/29/2020,3636
9129,75 AV,01/30/2020,3700
9130,75 AV,01/31/2020,3535
9131,75 AV,02/01/2020,1656
9132,75 AV,02/02/2020,1286
9133,75 AV,02/03/2020,3493
9134,75 AV,02/04/2020,3610
9135,75 AV,02/05/2020,3716
9136,75 AV,02/06/2020,3774
9137,75 AV,02/07/2020,3613
9138,75 AV,02/08/2020,1726
9139,75 AV,02/09/2020,1213
9140,75 AV,02/10/2020,3406
9141,75 AV,02/11/2020,3523
9142,75 AV,02/12/2020,3444
9143,75 AV,02/13/2020,3541
9144,75 AV,02/14/2020,3274
9145,75 AV,02/15/2020,1547
9146,75 AV,02/16/2020,1275
9147,75 AV,02/17/2020,1997
9148,75 AV,02/18/2020,3196
9149,75 AV,02/19/2020,3422
9150,75 AV,02/20/2020,3424
9151,75 AV,02/21/2020,3227
9152,75 AV,02/22/2020,1585
9153,75 AV,02/23/2020,1306
9154,75 AV,02/24/2020,3543
9155,75 AV,02/25/2020,3702
9156,75 AV,02/26/2020,3686
9157,75 AV,02/27/2020,3684
9158,75 AV,02/28/2020,3500
9159,75 AV,02/29/2020,1731
9160,75 AV,03/01/2020,1304
9161,75 AV,03/02/2020,3484
9162,75 AV,03/03/2020,3638
9163,75 AV,03/04/2020,3601
9164,75 AV,03/05/2020,3501
9165,75 AV,03/06/2020,3376
9166,75 AV,03/07/2020,1396
9167,75 AV,03/08/2020,849
9168,75 AV,03/09/2020,3164
9169,75 AV,03/10/2020,3049
9170,75 AV,03/11/2020,2941
9171,75 AV,03/12/2020,2748
9172,75 AV,03/13/2020,2217
9173,75 AV,03/14/2020,507
9174,75 AV,03/15/2020,252
9175,75 AV,03/16/2020,1349
9176,75 AV,03/17/2020,1161
9177,75 AV,03/18/2020,1012
9178,75 AV,03/19/2020,854
9179,75 AV,03/20/2020,687
9180,75 AV,03/21/2020,178
9181,75 AV,03/22/2020,97
9182,75 AV,03/23/2020,373
9183,75 AV,03/24/2020,363
9184,75 AV,03/25/2020,411
9185,75 AV,03/26/2020,311
9186,75 AV,03/27/2020,290
9187,75 AV,12/28/2019,1644
9188,75 AV,12/29/2019,1340
9189,75 AV,12/30/2019,2826
9190,75 AV,12/31/2019,2479
9191,75 ST-ELDERTS,01/01/2020,1265
9192,75 ST-ELDERTS,01/02/2020,3393
9193,75 ST-ELDERTS,01/03/2020,3404
9194,75 ST-ELDERTS,01/04/2020,1766
9195,75 ST-ELDERTS,01/05/2020,1375
9196,75 ST-ELDERTS,01/06/2020,3719
9197,75 ST-ELDERTS,01/07/2020,3685
9198,75 ST-ELDERTS,01/08/2020,3608
9199,75 ST-ELDERTS,01/09/2020,3678
9200,75 ST-ELDERTS,01/10/2020,3649
9201,75 ST-ELDERTS,01/11/2020,6
9202,75 ST-ELDERTS,01/12/2020,7
9203,75 ST-ELDERTS,01/13/2020,3669
9204,75 ST-ELDERTS,01/14/2020,3705
9205,75 ST-ELDERTS,01/15/2020,3692
9206,75 ST-ELDERTS,01/16/2020,3731
9207,75 ST-ELDERTS,01/17/2020,3518
9208,75 ST-ELDERTS,01/18/2020,1676
9209,75 ST-ELDERTS,01/19/2020,1391
9210,75 ST-ELDERTS,01/20/2020,2230
9211,75 ST-ELDERTS,01/21/2020,3481
9212,75 ST-ELDERTS,01/22/2020,3535
9213,75 ST-ELDERTS,01/23/2020,3376
9214,75 ST-ELDERTS,01/24/2020,3356
9215,75 ST-ELDERTS,01/25/2020,1657
9216,75 ST-ELDERTS,01/26/2020,1462
9217,75 ST-ELDERTS,01/27/2020,3258
9218,75 ST-ELDERTS,01/28/2020,3757
9219,75 ST-ELDERTS,01/29/2020,3785
9220,75 ST-ELDERTS,01/30/2020,3854
9221,75 ST-ELDERTS,01/31/2020,3469
9222,75 ST-ELDERTS,02/01/2020,1895
9223,75 ST-ELDERTS,02/02/2020,1424
9224,75 ST-ELDERTS,02/03/2020,3745
9225,75 ST-ELDERTS,02/04/2020,3846
9226,75 ST-ELDERTS,02/05/2020,3815
9227,75 ST-ELDERTS,02/06/2020,3815
9228,75 ST-ELDERTS,02/07/2020,3844
9229,75 ST-ELDERTS,02/08/2020,1977
9230,75 ST-ELDERTS,02/09/2020,1462
9231,75 ST-ELDERTS,02/10/2020,3693
9232,75 ST-ELDERTS,02/11/2020,3845
9233,75 ST-ELDERTS,02/12/2020,3899
9234,75 ST-ELDERTS,02/13/2020,4030
9235,75 ST-ELDERTS,02/14/2020,3986
9236,75 ST-ELDERTS,02/15/2020,1770
9237,75 ST-ELDERTS,02/16/2020,1463
9238,75 ST-ELDERTS,02/17/2020,2269
9239,75 ST-ELDERTS,02/18/2020,3064
9240,75 ST-ELDERTS,02/19/2020,3228
9241,75 ST-ELDERTS,02/20/2020,3116
9242,75 ST-ELDERTS,02/21/2020,2973
9243,75 ST-ELDERTS,02/22/2020,1862
9244,75 ST-ELDERTS,02/23/2020,1500
9245,75 ST-ELDERTS,02/24/2020,4069
9246,75 ST-ELDERTS,02/25/2020,3928
9247,75 ST-ELDERTS,02/26/2020,4121
9248,75 ST-ELDERTS,02/27/2020,768
9249,75 ST-ELDERTS,02/29/2020,1712
9250,75 ST-ELDERTS,03/01/2020,1387
9251,75 ST-ELDERTS,03/02/2020,3967
9252,75 ST-ELDERTS,03/03/2020,4104
9253,75 ST-ELDERTS,03/04/2020,3910
9254,75 ST-ELDERTS,03/05/2020,4077
9255,75 ST-ELDERTS,03/06/2020,3917
9256,75 ST-ELDERTS,03/07/2020,1941
9257,75 ST-ELDERTS,03/08/2020,1340
9258,75 ST-ELDERTS,03/09/2020,4019
9259,75 ST-ELDERTS,03/10/2020,3715
9260,75 ST-ELDERTS,03/11/2020,3719
9261,75 ST-ELDERTS,03/12/2020,3663
9262,75 ST-ELDERTS,03/13/2020,3268
9263,75 ST-ELDERTS,03/14/2020,1363
9264,75 ST-ELDERTS,03/15/2020,1100
9265,75 ST-ELDERTS,03/16/2020,2056
9266,75 ST-ELDERTS,03/17/2020,1759
9267,75 ST-ELDERTS,03/18/2020,1737
9268,75 ST-ELDERTS,03/19/2020,1596
9269,75 ST-ELDERTS,03/20/2020,1381
9270,75 ST-ELDERTS,03/21/2020,685
9271,75 ST-ELDERTS,03/22/2020,453
9272,75 ST-ELDERTS,03/23/2020,772
9273,75 ST-ELDERTS,03/24/2020,803
9274,75 ST-ELDERTS,03/25/2020,786
9275,75 ST-ELDERTS,03/26/2020,722
9276,75 ST-ELDERTS,03/27/2020,683
9277,75 ST-ELDERTS,12/28/2019,1923
9278,75 ST-ELDERTS,12/29/2019,1485
9279,75 ST-ELDERTS,12/30/2019,2655
9280,75 ST-ELDERTS,12/31/2019,2567
9281,77 ST,01/01/2020,8139
9282,77 ST,01/02/2020,25732
9283,77 ST,01/03/2020,26090
9284,77 ST,01/04/2020,13573
9285,77 ST,01/05/2020,10740
9286,77 ST,01/06/2020,27861
9287,77 ST,01/07/2020,29519
9288,77 ST,01/08/2020,29533
9289,77 ST,01/09/2020,29540
9290,77 ST,01/10/2020,28516
9291,77 ST,01/11/2020,15098
9292,77 ST,01/12/2020,11138
9293,77 ST,01/13/2020,28747
9294,77 ST,01/14/2020,29151
9295,77 ST,01/15/2020,29251
9296,77 ST,01/16/2020,29561
9297,77 ST,01/17/2020,28140
9298,77 ST,01/18/2020,12360
9299,77 ST,01/19/2020,10081
9300,77 ST,01/20/2020,17255
9301,77 ST,01/21/2020,28721
9302,77 ST,01/22/2020,29118
9303,77 ST,01/23/2020,28887
9304,77 ST,01/24/2020,27821
9305,77 ST,01/25/2020,11894
9306,77 ST,01/26/2020,9829
9307,77 ST,01/27/2020,27759
9308,77 ST,01/28/2020,29492
9309,77 ST,01/29/2020,29394
9310,77 ST,01/30/2020,29334
9311,77 ST,01/31/2020,27735
9312,77 ST,02/01/2020,12615
9313,77 ST,02/02/2020,9332
9314,77 ST,02/03/2020,27283
9315,77 ST,02/04/2020,28762
9316,77 ST,02/05/2020,28968
9317,77 ST,02/06/2020,29134
9318,77 ST,02/07/2020,28435
9319,77 ST,02/08/2020,13537
9320,77 ST,02/09/2020,10078
9321,77 ST,02/10/2020,27899
9322,77 ST,02/11/2020,29163
9323,77 ST,02/12/2020,28971
9324,77 ST,02/13/2020,29127
9325,77 ST,02/14/2020,27730
9326,77 ST,02/15/2020,12066
9327,77 ST,02/16/2020,9646
9328,77 ST,02/17/2020,15572
9329,77 ST,02/18/2020,25980
9330,77 ST,02/19/2020,27890
9331,77 ST,02/20/2020,27933
9332,77 ST,02/21/2020,26548
9333,77 ST,02/22/2020,13178
9334,77 ST,02/23/2020,9742
9335,77 ST,02/24/2020,27210
9336,77 ST,02/25/2020,29625
9337,77 ST,02/26/2020,29391
9338,77 ST,02/27/2020,29074
9339,77 ST,02/28/2020,27778
9340,77 ST,02/29/2020,13481
9341,77 ST,03/01/2020,9458
9342,77 ST,03/02/2020,26799
9343,77 ST,03/03/2020,28551
9344,77 ST,03/04/2020,28006
9345,77 ST,03/05/2020,27709
9346,77 ST,03/06/2020,26740
9347,77 ST,03/07/2020,12010
9348,77 ST,03/08/2020,8645
9349,77 ST,03/09/2020,25059
9350,77 ST,03/10/2020,25659
9351,77 ST,03/11/2020,23731
9352,77 ST,03/12/2020,21475
9353,77 ST,03/13/2020,17127
9354,77 ST,03/14/2020,6697
9355,77 ST,03/15/2020,4321
9356,77 ST,03/16/2020,11301
9357,77 ST,03/17/2020,9351
9358,77 ST,03/18/2020,8120
9359,77 ST,03/19/2020,7230
9360,77 ST,03/20/2020,6367
9361,77 ST,03/21/2020,2540
9362,77 ST,03/22/2020,1811
9363,77 ST,03/23/2020,4130
9364,77 ST,03/24/2020,3953
9365,77 ST,03/25/2020,3817
9366,77 ST,03/26/2020,3643
9367,77 ST,03/27/2020,3414
9368,77 ST,12/28/2019,13322
9369,77 ST,12/29/2019,11312
9370,77 ST,12/30/2019,24983
9371,77 ST,12/31/2019,20372
9372,79 ST,01/01/2020,9651
9373,79 ST,01/02/2020,18023
9374,79 ST,01/03/2020,18219
9375,79 ST,01/04/2020,11566
9376,79 ST,01/05/2020,10207
9377,79 ST,01/06/2020,18774
9378,79 ST,01/07/2020,19590
9379,79 ST,01/08/2020,19825
9380,79 ST,01/09/2020,19549
9381,79 ST,01/10/2020,19198
9382,79 ST,01/11/2020,12407
9383,79 ST,01/12/2020,10118
9384,79 ST,01/13/2020,10137
9385,79 ST,01/14/2020,19249
9386,79 ST,01/15/2020,19334
9387,79 ST,01/16/2020,19716
9388,79 ST,01/17/2020,19272
9389,79 ST,01/18/2020,11126
9390,79 ST,01/19/2020,10656
9391,79 ST,01/20/2020,13314
9392,79 ST,01/21/2020,18977
9393,79 ST,01/22/2020,19224
9394,79 ST,01/23/2020,19248
9395,79 ST,01/24/2020,18497
9396,79 ST,01/25/2020,10623
9397,79 ST,01/26/2020,9923
9398,79 ST,01/27/2020,18352
9399,79 ST,01/28/2020,19900
9400,79 ST,01/29/2020,19734
9401,79 ST,01/30/2020,19792
9402,79 ST,01/31/2020,18966
9403,79 ST,02/01/2020,11543
9404,79 ST,02/02/2020,9993
9405,79 ST,02/03/2020,18494
9406,79 ST,02/04/2020,19423
9407,79 ST,02/05/2020,1139055
9408,79 ST,02/06/2020,19805
9409,79 ST,02/07/2020,19388
9410,79 ST,02/08/2020,12043
9411,79 ST,02/09/2020,11375
9412,79 ST,02/10/2020,19035
9413,79 ST,02/11/2020,19665
9414,79 ST,02/12/2020,19536
9415,79 ST,02/13/2020,19858
9416,79 ST,02/14/2020,19206
9417,79 ST,02/15/2020,11314
9418,79 ST,02/16/2020,9651
9419,79 ST,02/17/2020,12521
9420,79 ST,02/18/2020,17652
9421,79 ST,02/19/2020,18213
9422,79 ST,02/20/2020,18611
9423,79 ST,02/21/2020,17989
9424,79 ST,02/22/2020,11272
9425,79 ST,02/23/2020,9464
9426,79 ST,02/24/2020,18766
9427,79 ST,02/25/2020,19357
9428,79 ST,02/26/2020,19836
9429,79 ST,02/27/2020,19987
9430,79 ST,02/28/2020,19350
9431,79 ST,02/29/2020,11801
9432,79 ST,03/01/2020,9396
9433,79 ST,03/02/2020,18577
9434,79 ST,03/03/2020,552554579
9435,79 ST,03/04/2020,39939
9436,79 ST,03/05/2020,7572063
9437,79 ST,03/06/2020,18314
9438,79 ST,03/07/2020,10011
9439,79 ST,03/08/2020,7706
9440,79 ST,03/09/2020,16932
9441,79 ST,03/10/2020,1791933
9442,79 ST,03/11/2020,16174
9443,79 ST,03/12/2020,14320
9444,79 ST,03/13/2020,11779
9445,79 ST,03/14/2020,5505
9446,79 ST,03/15/2020,3926
9447,79 ST,03/16/2020,7002
9448,79 ST,03/17/2020,5772
9449,79 ST,03/18/2020,5150
9450,79 ST,03/19/2020,4464
9451,79 ST,03/20/2020,3746
9452,79 ST,03/21/2020,1809
9453,79 ST,03/22/2020,1252
9454,79 ST,03/23/2020,2019
9455,79 ST,03/24/2020,1960
9456,79 ST,03/25/2020,1875
9457,79 ST,03/26/2020,1882
9458,79 ST,03/27/2020,2364
9459,79 ST,12/28/2019,12703
9460,79 ST,12/29/2019,11653
9461,79 ST,12/30/2019,17517
9462,79 ST,12/31/2019,15589
9463,8 AV,01/01/2020,18691
9464,8 AV,01/02/2020,28359
9465,8 AV,01/03/2020,18552
9466,8 AV,01/04/2020,11812
9467,8 AV,01/05/2020,10078
9468,8 AV,01/06/2020,16483
9469,8 AV,01/07/2020,16886
9470,8 AV,01/08/2020,17460
9471,8 AV,01/09/2020,17599
9472,8 AV,01/10/2020,18368
9473,8 AV,01/11/2020,21605
9474,8 AV,01/12/2020,18484
9475,8 AV,01/13/2020,28865
9476,8 AV,01/14/2020,27305
9477,8 AV,01/15/2020,28611
9478,8 AV,01/16/2020,28294
9479,8 AV,01/17/2020,28256
9480,8 AV,01/18/2020,18105
9481,8 AV,01/19/2020,17134
9482,8 AV,01/20/2020,22165
9483,8 AV,01/21/2020,28052
9484,8 AV,01/22/2020,28298
9485,8 AV,01/23/2020,28451
9486,8 AV,01/24/2020,27610
9487,8 AV,01/25/2020,15548
9488,8 AV,01/26/2020,18574
9489,8 AV,01/27/2020,24642
9490,8 AV,01/28/2020,25571
9491,8 AV,01/29/2020,26439
9492,8 AV,01/30/2020,26526
9493,8 AV,01/31/2020,20592
9494,8 AV,02/01/2020,16382135
9495,8 AV,02/02/2020,15901
9496,8 AV,02/03/2020,27653
9497,8 AV,02/04/2020,27372
9498,8 AV,02/05/2020,27713
9499,8 AV,02/06/2020,27162
9500,8 AV,02/07/2020,27401
9501,8 AV,02/08/2020,20507
9502,8 AV,02/09/2020,17327
9503,8 AV,02/10/2020,27269
9504,8 AV,02/11/2020,27149
9505,8 AV,02/12/2020,28350
9506,8 AV,02/13/2020,26932
9507,8 AV,02/14/2020,28906
9508,8 AV,02/15/2020,18556
9509,8 AV,02/16/2020,17273
9510,8 AV,02/17/2020,21216
9511,8 AV,02/18/2020,26248
9512,8 AV,02/19/2020,27764
9513,8 AV,02/20/2020,27307
9514,8 AV,02/21/2020,27419
9515,8 AV,02/22/2020,20457
9516,8 AV,02/23/2020,18275
9517,8 AV,02/24/2020,27999
9518,8 AV,02/25/2020,27383
9519,8 AV,02/26/2020,27800
9520,8 AV,02/27/2020,28042
9521,8 AV,02/28/2020,27795
9522,8 AV,02/29/2020,19466
9523,8 AV,03/01/2020,16936
9524,8 AV,03/02/2020,27197
9525,8 AV,03/03/2020,26940
9526,8 AV,03/04/2020,27592
9527,8 AV,03/05/2020,26567
9528,8 AV,03/06/2020,25243
9529,8 AV,03/07/2020,16750
9530,8 AV,03/08/2020,14221
9531,8 AV,03/09/2020,23815
9532,8 AV,03/10/2020,22719
9533,8 AV,03/11/2020,468497510
9534,8 AV,03/12/2020,19115
9535,8 AV,03/13/2020,16512
9536,8 AV,03/14/2020,6194
9537,8 AV,03/15/2020,21956
9538,8 AV,03/16/2020,9664
9539,8 AV,03/17/2020,7395
9540,8 AV,03/18/2020,7001
9541,8 AV,03/19/2020,5652
9542,8 AV,03/20/2020,5291
9543,8 AV,03/21/2020,2541
9544,8 AV,03/22/2020,1629
9545,8 AV,03/23/2020,2508
9546,8 AV,03/24/2020,2679
9547,8 AV,03/25/2020,2353
9548,8 AV,03/26/2020,2467
9549,8 AV,03/27/2020,2531
9550,8 AV,12/28/2019,21986
9551,8 AV,12/29/2019,19460
9552,8 AV,12/30/2019,26131
9553,8 AV,12/31/2019,25295
9554,8 ST-NYU,01/01/2020,6751
9555,8 ST-NYU,01/02/2020,12856
9556,8 ST-NYU,01/03/2020,13095
9557,8 ST-NYU,01/04/2020,10113
9558,8 ST-NYU,01/05/2020,7578
9559,8 ST-NYU,01/06/2020,12940
9560,8 ST-NYU,01/07/2020,14156
9561,8 ST-NYU,01/08/2020,15049
9562,8 ST-NYU,01/09/2020,14651
9563,8 ST-NYU,01/10/2020,14644
9564,8 ST-NYU,01/11/2020,10520
9565,8 ST-NYU,01/12/2020,8570
9566,8 ST-NYU,01/13/2020,12748
9567,8 ST-NYU,01/14/2020,14127
9568,8 ST-NYU,01/15/2020,14300
9569,8 ST-NYU,01/16/2020,15039
9570,8 ST-NYU,01/17/2020,14999
9571,8 ST-NYU,01/18/2020,9070
9572,8 ST-NYU,01/19/2020,8534
9573,8 ST-NYU,01/20/2020,7724
9574,8 ST-NYU,01/21/2020,14009
9575,8 ST-NYU,01/22/2020,14180
9576,8 ST-NYU,01/23/2020,14542
9577,8 ST-NYU,01/24/2020,14694
9578,8 ST-NYU,01/25/2020,2942
9579,8 ST-NYU,01/26/2020,2943
9580,8 ST-NYU,01/27/2020,14652
9581,8 ST-NYU,01/28/2020,16132
9582,8 ST-NYU,01/29/2020,16641
9583,8 ST-NYU,01/30/2020,16852
9584,8 ST-NYU,01/31/2020,15361
9585,8 ST-NYU,02/01/2020,3135
9586,8 ST-NYU,02/02/2020,2550
9587,8 ST-NYU,02/03/2020,15460
9588,8 ST-NYU,02/04/2020,17146
9589,8 ST-NYU,02/05/2020,17375
9590,8 ST-NYU,02/06/2020,17873
9591,8 ST-NYU,02/07/2020,17386
9592,8 ST-NYU,02/08/2020,11171
9593,8 ST-NYU,02/09/2020,8000
9594,8 ST-NYU,02/10/2020,16460
9595,8 ST-NYU,02/11/2020,17293
9596,8 ST-NYU,02/12/2020,17647
9597,8 ST-NYU,02/13/2020,17582
9598,8 ST-NYU,02/14/2020,17153
9599,8 ST-NYU,02/15/2020,7746
9600,8 ST-NYU,02/16/2020,6249
9601,8 ST-NYU,02/17/2020,9638
9602,8 ST-NYU,02/18/2020,16644
9603,8 ST-NYU,02/19/2020,17674
9604,8 ST-NYU,02/20/2020,18191
9605,8 ST-NYU,02/21/2020,16879
9606,8 ST-NYU,02/22/2020,10224
9607,8 ST-NYU,02/23/2020,8045
9608,8 ST-NYU,02/24/2020,15889
9609,8 ST-NYU,02/25/2020,14378
9610,8 ST-NYU,02/26/2020,15339
9611,8 ST-NYU,02/27/2020,18629
9612,8 ST-NYU,02/28/2020,16979
9613,8 ST-NYU,02/29/2020,10680
9614,8 ST-NYU,03/01/2020,7747
9615,8 ST-NYU,03/02/2020,15112
9616,8 ST-NYU,03/03/2020,16565
9617,8 ST-NYU,03/04/2020,16366
9618,8 ST-NYU,03/05/2020,16155
9619,8 ST-NYU,03/06/2020,15949
9620,8 ST-NYU,03/07/2020,9876
9621,8 ST-NYU,03/08/2020,5786
9622,8 ST-NYU,03/09/2020,11448
9623,8 ST-NYU,03/10/2020,10920
9624,8 ST-NYU,03/11/2020,9072
9625,8 ST-NYU,03/12/2020,7811
9626,8 ST-NYU,03/13/2020,5998
9627,8 ST-NYU,03/14/2020,3396
9628,8 ST-NYU,03/15/2020,2273
9629,8 ST-NYU,03/16/2020,3018
9630,8 ST-NYU,03/17/2020,2126
9631,8 ST-NYU,03/18/2020,1788
9632,8 ST-NYU,03/19/2020,1464
9633,8 ST-NYU,03/20/2020,1326
9634,8 ST-NYU,03/21/2020,719
9635,8 ST-NYU,03/22/2020,477
9636,8 ST-NYU,03/23/2020,661
9637,8 ST-NYU,03/24/2020,642
9638,8 ST-NYU,03/25/2020,571
9639,8 ST-NYU,03/26/2020,552
9640,8 ST-NYU,03/27/2020,540
9641,8 ST-NYU,12/28/2019,10339
9642,8 ST-NYU,12/29/2019,8905
9643,8 ST-NYU,12/30/2019,10836
9644,8 ST-NYU,12/31/2019,8265
9645,80 ST,01/01/2020,1489
9646,80 ST,01/02/2020,3849
9647,80 ST,01/03/2020,3845
9648,80 ST,01/04/2020,2061
9649,80 ST,01/05/2020,1575
9650,80 ST,01/06/2020,4036
9651,80 ST,01/07/2020,4060
9652,80 ST,01/08/2020,4133
9653,80 ST,01/09/2020,3997
9654,80 ST,01/10/2020,4191
9655,80 ST,01/11/2020,2177
9656,80 ST,01/12/2020,1667
9657,80 ST,01/13/2020,4042
9658,80 ST,01/14/2020,4106
9659,80 ST,01/15/2020,4248
9660,80 ST,01/16/2020,4134
9661,80 ST,01/17/2020,3924
9662,80 ST,01/18/2020,1810
9663,80 ST,01/19/2020,1472
9664,80 ST,01/20/2020,2318
9665,80 ST,01/21/2020,3750
9666,80 ST,01/22/2020,3903
9667,80 ST,01/23/2020,3766
9668,80 ST,01/24/2020,3727
9669,80 ST,01/25/2020,2
9670,80 ST,01/26/2020,15
9671,80 ST,01/27/2020,3896
9672,80 ST,01/28/2020,4273
9673,80 ST,01/29/2020,4330
9674,80 ST,01/30/2020,4244
9675,80 ST,01/31/2020,4071
9676,80 ST,02/01/2020,2079
9677,80 ST,02/02/2020,1494
9678,80 ST,02/03/2020,4131
9679,80 ST,02/04/2020,4340
9680,80 ST,02/05/2020,4319
9681,80 ST,02/06/2020,4293
9682,80 ST,02/07/2020,4042
9683,80 ST,02/08/2020,8
9684,80 ST,02/09/2020,3
9685,80 ST,02/10/2020,3982
9686,80 ST,02/11/2020,4237
9687,80 ST,02/12/2020,4128
9688,80 ST,02/13/2020,4239
9689,80 ST,02/14/2020,4112
9690,80 ST,02/15/2020,1831
9691,80 ST,02/16/2020,1561
9692,80 ST,02/17/2020,2336
9693,80 ST,02/18/2020,3797
9694,80 ST,02/19/2020,3966
9695,80 ST,02/20/2020,3969
9696,80 ST,02/21/2020,3630
9697,80 ST,02/22/2020,2084
9698,80 ST,02/23/2020,1559
9699,80 ST,02/24/2020,4237
9700,80 ST,02/25/2020,4286
9701,80 ST,02/26/2020,4351
9702,80 ST,02/27/2020,4275
9703,80 ST,02/28/2020,4107
9704,80 ST,02/29/2020,2035
9705,80 ST,03/01/2020,1552
9706,80 ST,03/02/2020,4190
9707,80 ST,03/03/2020,4317
9708,80 ST,03/04/2020,4344
9709,80 ST,03/05/2020,4277
9710,80 ST,03/06/2020,4016
9711,80 ST,03/07/2020,1793
9712,80 ST,03/08/2020,1236
9713,80 ST,03/09/2020,3932
9714,80 ST,03/10/2020,3951
9715,80 ST,03/11/2020,3951
9716,80 ST,03/12/2020,3578
9717,80 ST,03/13/2020,3215
9718,80 ST,03/14/2020,1538
9719,80 ST,03/15/2020,1110
9720,80 ST,03/16/2020,2265
9721,80 ST,03/17/2020,1914
9722,80 ST,03/18/2020,1744
9723,80 ST,03/19/2020,1504
9724,80 ST,03/20/2020,1409
9725,80 ST,03/21/2020,677
9726,80 ST,03/22/2020,487
9727,80 ST,03/23/2020,765
9728,80 ST,03/24/2020,781
9729,80 ST,03/25/2020,706
9730,80 ST,03/26/2020,657
9731,80 ST,03/27/2020,664
9732,80 ST,12/28/2019,2104
9733,80 ST,12/29/2019,1643
9734,80 ST,12/30/2019,3167
9735,80 ST,12/31/2019,3061
9736,81 ST-MUSEUM,01/01/2020,9474
9737,81 ST-MUSEUM,01/02/2020,13031
9738,81 ST-MUSEUM,01/03/2020,14598
9739,81 ST-MUSEUM,01/04/2020,8976
9740,81 ST-MUSEUM,01/05/2020,6001
9741,81 ST-MUSEUM,01/06/2020,9963
9742,81 ST-MUSEUM,01/07/2020,9938
9743,81 ST-MUSEUM,01/08/2020,10476
9744,81 ST-MUSEUM,01/09/2020,10137
9745,81 ST-MUSEUM,01/10/2020,10327
9746,81 ST-MUSEUM,01/11/2020,7143
9747,81 ST-MUSEUM,01/12/2020,5876
9748,81 ST-MUSEUM,01/13/2020,14038
9749,81 ST-MUSEUM,01/14/2020,10298
9750,81 ST-MUSEUM,01/15/2020,9599
9751,81 ST-MUSEUM,01/16/2020,10027
9752,81 ST-MUSEUM,01/17/2020,10078
9753,81 ST-MUSEUM,01/18/2020,8262
9754,81 ST-MUSEUM,01/19/2020,5464
9755,81 ST-MUSEUM,01/20/2020,8316
9756,81 ST-MUSEUM,01/21/2020,9404
9757,81 ST-MUSEUM,01/22/2020,9534
9758,81 ST-MUSEUM,01/23/2020,9700
9759,81 ST-MUSEUM,01/24/2020,9748
9760,81 ST-MUSEUM,01/25/2020,8781
9761,81 ST-MUSEUM,01/26/2020,6028
9762,81 ST-MUSEUM,01/27/2020,9007
9763,81 ST-MUSEUM,01/28/2020,9366
9764,81 ST-MUSEUM,01/29/2020,9735
9765,81 ST-MUSEUM,01/30/2020,9592
9766,81 ST-MUSEUM,01/31/2020,9509
9767,81 ST-MUSEUM,02/01/2020,6396
9768,81 ST-MUSEUM,02/02/2020,5504
9769,81 ST-MUSEUM,02/03/2020,8653
9770,81 ST-MUSEUM,02/04/2020,9469
9771,81 ST-MUSEUM,02/05/2020,9790
9772,81 ST-MUSEUM,02/06/2020,11218
9773,81 ST-MUSEUM,02/07/2020,10495
9774,81 ST-MUSEUM,02/08/2020,6580
9775,81 ST-MUSEUM,02/09/2020,5529
