,Station,Date,num_entries
25051,LORIMER ST,01/29/2020,10150
25052,LORIMER ST,01/30/2020,10246
25053,LORIMER ST,01/31/2020,9846
25054,LORIMER ST,02/01/2020,6413
25055,LORIMER ST,02/02/2020,5445
25056,LORIMER ST,02/03/2020,9700
25057,LORIMER ST,02/04/2020,10031
25058,LORIMER ST,02/05/2020,9857
25059,LORIMER ST,02/06/2020,10200
25060,LORIMER ST,02/07/2020,10021
25061,LORIMER ST,02/08/2020,6461
25062,LORIMER ST,02/09/2020,5689
25063,LORIMER ST,02/10/2020,9584
25064,LORIMER ST,02/11/2020,10077
25065,LORIMER ST,02/12/2020,9913
25066,LORIMER ST,02/13/2020,9953
25067,LORIMER ST,02/14/2020,10153
25068,LORIMER ST,02/15/2020,11592
25069,LORIMER ST,02/16/2020,9125
25070,LORIMER ST,02/17/2020,15342
25071,LORIMER ST,02/18/2020,9399
25072,LORIMER ST,02/19/2020,9469
25073,LORIMER ST,02/20/2020,9553
25074,LORIMER ST,02/21/2020,9238
25075,LORIMER ST,02/22/2020,6207
25076,LORIMER ST,02/23/2020,5612
25077,LORIMER ST,02/24/2020,10283
25078,LORIMER ST,02/25/2020,9908
25079,LORIMER ST,02/26/2020,10009
25080,LORIMER ST,02/27/2020,10077
25081,LORIMER ST,02/28/2020,9886
25082,LORIMER ST,02/29/2020,6287
25083,LORIMER ST,03/01/2020,5581
25084,LORIMER ST,03/02/2020,9793
25085,LORIMER ST,03/03/2020,9731
25086,LORIMER ST,03/04/2020,10151
25087,LORIMER ST,03/05/2020,9644
25088,LORIMER ST,03/06/2020,9552
25089,LORIMER ST,03/07/2020,6401
25090,LORIMER ST,03/08/2020,5494
25091,LORIMER ST,03/09/2020,9432
25092,LORIMER ST,03/10/2020,8890
25093,LORIMER ST,03/11/2020,732365
25094,LORIMER ST,03/12/2020,7979
25095,LORIMER ST,03/13/2020,6597
25096,LORIMER ST,03/14/2020,3681
25097,LORIMER ST,03/15/2020,2807
25098,LORIMER ST,03/16/2020,3823
25099,LORIMER ST,03/17/2020,3212
25100,LORIMER ST,03/18/2020,3008
25101,LORIMER ST,03/19/2020,2495
25102,LORIMER ST,03/20/2020,2300
25103,LORIMER ST,03/21/2020,1051
25104,LORIMER ST,03/22/2020,794
25105,LORIMER ST,03/23/2020,1177
25106,LORIMER ST,03/24/2020,1290
25107,LORIMER ST,03/25/2020,1191
25108,LORIMER ST,03/26/2020,1237
25109,LORIMER ST,03/27/2020,1220
25110,LORIMER ST,12/28/2019,5471
25111,LORIMER ST,12/29/2019,4952
25112,LORIMER ST,12/30/2019,7362
25113,LORIMER ST,12/31/2019,7115
25114,MARBLE HILL-225,01/01/2020,2105
25115,MARBLE HILL-225,01/02/2020,4783
25116,MARBLE HILL-225,01/03/2020,4793
25117,MARBLE HILL-225,01/04/2020,3065
25118,MARBLE HILL-225,01/05/2020,2597
25119,MARBLE HILL-225,01/06/2020,4905
25120,MARBLE HILL-225,01/07/2020,5201
25121,MARBLE HILL-225,01/08/2020,4835
25122,MARBLE HILL-225,01/09/2020,4987
25123,MARBLE HILL-225,01/10/2020,5116
25124,MARBLE HILL-225,01/11/2020,3072
25125,MARBLE HILL-225,01/12/2020,2410
25126,MARBLE HILL-225,01/13/2020,4559
25127,MARBLE HILL-225,01/14/2020,4973
25128,MARBLE HILL-225,01/15/2020,4965
25129,MARBLE HILL-225,01/16/2020,5104
25130,MARBLE HILL-225,01/17/2020,5006
25131,MARBLE HILL-225,01/18/2020,0
25132,MARBLE HILL-225,01/19/2020,0
25133,MARBLE HILL-225,01/20/2020,2426
25134,MARBLE HILL-225,01/21/2020,4135
25135,MARBLE HILL-225,01/22/2020,4086
25136,MARBLE HILL-225,01/23/2020,4026
25137,MARBLE HILL-225,01/24/2020,4220
25138,MARBLE HILL-225,01/25/2020,1337
25139,MARBLE HILL-225,01/26/2020,1099
25140,MARBLE HILL-225,01/27/2020,4786
25141,MARBLE HILL-225,01/28/2020,5235
25142,MARBLE HILL-225,01/29/2020,5147
25143,MARBLE HILL-225,01/30/2020,5103
25144,MARBLE HILL-225,01/31/2020,5178
25145,MARBLE HILL-225,02/01/2020,2919
25146,MARBLE HILL-225,02/02/2020,2313
25147,MARBLE HILL-225,02/03/2020,5095
25148,MARBLE HILL-225,02/04/2020,5159
25149,MARBLE HILL-225,02/05/2020,5215
25150,MARBLE HILL-225,02/06/2020,5011
25151,MARBLE HILL-225,02/07/2020,4987
25152,MARBLE HILL-225,02/08/2020,1669
25153,MARBLE HILL-225,02/09/2020,1030
25154,MARBLE HILL-225,02/10/2020,4953
25155,MARBLE HILL-225,02/11/2020,5088
25156,MARBLE HILL-225,02/12/2020,5061
25157,MARBLE HILL-225,02/13/2020,5197
25158,MARBLE HILL-225,02/14/2020,5082
25159,MARBLE HILL-225,02/15/2020,1118
25160,MARBLE HILL-225,02/16/2020,797
25161,MARBLE HILL-225,02/17/2020,1904
25162,MARBLE HILL-225,02/18/2020,4394
25163,MARBLE HILL-225,02/19/2020,4428
25164,MARBLE HILL-225,02/20/2020,4505
25165,MARBLE HILL-225,02/21/2020,4353
25166,MARBLE HILL-225,02/22/2020,1281
25167,MARBLE HILL-225,02/23/2020,845
25168,MARBLE HILL-225,02/24/2020,4891
25169,MARBLE HILL-225,02/25/2020,4896
25170,MARBLE HILL-225,02/26/2020,4940
25171,MARBLE HILL-225,02/27/2020,5093
25172,MARBLE HILL-225,02/28/2020,4899
25173,MARBLE HILL-225,02/29/2020,1199
25174,MARBLE HILL-225,03/01/2020,834
25175,MARBLE HILL-225,03/02/2020,5041
25176,MARBLE HILL-225,03/03/2020,5087
25177,MARBLE HILL-225,03/04/2020,4932
25178,MARBLE HILL-225,03/05/2020,4974
25179,MARBLE HILL-225,03/06/2020,4801
25180,MARBLE HILL-225,03/07/2020,2672
25181,MARBLE HILL-225,03/08/2020,1917
25182,MARBLE HILL-225,03/09/2020,4548
25183,MARBLE HILL-225,03/10/2020,4545
25184,MARBLE HILL-225,03/11/2020,4520
25185,MARBLE HILL-225,03/12/2020,4285
25186,MARBLE HILL-225,03/13/2020,3729
25187,MARBLE HILL-225,03/14/2020,1827
25188,MARBLE HILL-225,03/15/2020,1421
25189,MARBLE HILL-225,03/16/2020,2611
25190,MARBLE HILL-225,03/17/2020,2362
25191,MARBLE HILL-225,03/18/2020,2275
25192,MARBLE HILL-225,03/19/2020,1935
25193,MARBLE HILL-225,03/20/2020,1777
25194,MARBLE HILL-225,03/21/2020,1071
25195,MARBLE HILL-225,03/22/2020,647
25196,MARBLE HILL-225,03/23/2020,989
25197,MARBLE HILL-225,03/24/2020,1006
25198,MARBLE HILL-225,03/25/2020,1007
25199,MARBLE HILL-225,03/26/2020,978
25200,MARBLE HILL-225,03/27/2020,904
25201,MARBLE HILL-225,12/28/2019,3355
25202,MARBLE HILL-225,12/29/2019,2658
25203,MARBLE HILL-225,12/30/2019,4113
25204,MARBLE HILL-225,12/31/2019,3941
25205,MARCY AV,01/01/2020,6664
25206,MARCY AV,01/02/2020,11978
25207,MARCY AV,01/03/2020,11692
25208,MARCY AV,01/04/2020,8268
25209,MARCY AV,01/05/2020,7645
25210,MARCY AV,01/06/2020,12587
25211,MARCY AV,01/07/2020,12791
25212,MARCY AV,01/08/2020,12886
25213,MARCY AV,01/09/2020,12922
25214,MARCY AV,01/10/2020,12988
25215,MARCY AV,01/11/2020,9251
25216,MARCY AV,01/12/2020,8605
25217,MARCY AV,01/13/2020,12924
25218,MARCY AV,01/14/2020,12882
25219,MARCY AV,01/15/2020,13568
25220,MARCY AV,01/16/2020,13732
25221,MARCY AV,01/17/2020,12899
25222,MARCY AV,01/18/2020,7829
25223,MARCY AV,01/19/2020,8637
25224,MARCY AV,01/20/2020,9547
25225,MARCY AV,01/21/2020,13005
25226,MARCY AV,01/22/2020,14083
25227,MARCY AV,01/23/2020,14270
25228,MARCY AV,01/24/2020,13530
25229,MARCY AV,01/25/2020,7515
25230,MARCY AV,01/26/2020,8437
25231,MARCY AV,01/27/2020,13082
25232,MARCY AV,01/28/2020,13168
25233,MARCY AV,01/29/2020,13270
25234,MARCY AV,01/30/2020,13210
25235,MARCY AV,01/31/2020,13243
25236,MARCY AV,02/01/2020,8970
25237,MARCY AV,02/02/2020,7841
25238,MARCY AV,02/03/2020,13019
25239,MARCY AV,02/04/2020,13737
25240,MARCY AV,02/05/2020,13910
25241,MARCY AV,02/06/2020,13312
25242,MARCY AV,02/07/2020,13151
25243,MARCY AV,02/08/2020,8971
25244,MARCY AV,02/09/2020,8299
25245,MARCY AV,02/10/2020,12982
25246,MARCY AV,02/11/2020,13560
25247,MARCY AV,02/12/2020,13549
25248,MARCY AV,02/13/2020,13279
25249,MARCY AV,02/14/2020,13246
25250,MARCY AV,02/15/2020,9240
25251,MARCY AV,02/16/2020,8988
25252,MARCY AV,02/17/2020,11253
25253,MARCY AV,02/18/2020,12608
25254,MARCY AV,02/19/2020,13100
25255,MARCY AV,02/20/2020,12976
25256,MARCY AV,02/21/2020,12537
25257,MARCY AV,02/22/2020,9593
25258,MARCY AV,02/23/2020,8876
25259,MARCY AV,02/24/2020,13663
25260,MARCY AV,02/25/2020,13263
25261,MARCY AV,02/26/2020,13426
25262,MARCY AV,02/27/2020,13622
25263,MARCY AV,02/28/2020,13334
25264,MARCY AV,02/29/2020,8991
25265,MARCY AV,03/01/2020,8204
25266,MARCY AV,03/02/2020,10782
25267,MARCY AV,03/03/2020,11166
25268,MARCY AV,03/04/2020,12182
25269,MARCY AV,03/05/2020,10928
25270,MARCY AV,03/06/2020,12579
25271,MARCY AV,03/07/2020,9075
25272,MARCY AV,03/08/2020,8402
25273,MARCY AV,03/09/2020,12648
25274,MARCY AV,03/10/2020,11294
25275,MARCY AV,03/11/2020,11976
25276,MARCY AV,03/12/2020,10870
25277,MARCY AV,03/13/2020,8840
25278,MARCY AV,03/14/2020,4980
25279,MARCY AV,03/15/2020,4133
25280,MARCY AV,03/16/2020,5943
25281,MARCY AV,03/17/2020,4768
25282,MARCY AV,03/18/2020,4625
25283,MARCY AV,03/19/2020,3970
25284,MARCY AV,03/20/2020,3684
25285,MARCY AV,03/21/2020,2328
25286,MARCY AV,03/22/2020,1833
25287,MARCY AV,03/23/2020,1983
25288,MARCY AV,03/24/2020,2117
25289,MARCY AV,03/25/2020,2021
25290,MARCY AV,03/26/2020,2081
25291,MARCY AV,03/27/2020,2032
25292,MARCY AV,12/28/2019,8406
25293,MARCY AV,12/29/2019,7433
25294,MARCY AV,12/30/2019,10019
25295,MARCY AV,12/31/2019,9971
25296,METROPOLITAN AV,01/01/2020,6205
25297,METROPOLITAN AV,01/02/2020,10432
25298,METROPOLITAN AV,01/03/2020,10788
25299,METROPOLITAN AV,01/04/2020,8115
25300,METROPOLITAN AV,01/05/2020,6793
25301,METROPOLITAN AV,01/06/2020,11237
25302,METROPOLITAN AV,01/07/2020,11445
25303,METROPOLITAN AV,01/08/2020,11529
25304,METROPOLITAN AV,01/09/2020,11549
25305,METROPOLITAN AV,01/10/2020,11866
25306,METROPOLITAN AV,01/11/2020,9221
25307,METROPOLITAN AV,01/12/2020,8080
25308,METROPOLITAN AV,01/13/2020,11286
25309,METROPOLITAN AV,01/14/2020,11627
25310,METROPOLITAN AV,01/15/2020,11790
25311,METROPOLITAN AV,01/16/2020,11592
25312,METROPOLITAN AV,01/17/2020,11368
25313,METROPOLITAN AV,01/18/2020,9560
25314,METROPOLITAN AV,01/19/2020,8500
25315,METROPOLITAN AV,01/20/2020,8037
25316,METROPOLITAN AV,01/21/2020,11233
25317,METROPOLITAN AV,01/22/2020,11373
25318,METROPOLITAN AV,01/23/2020,11542
25319,METROPOLITAN AV,01/24/2020,11238
25320,METROPOLITAN AV,01/25/2020,7057
25321,METROPOLITAN AV,01/26/2020,7589
25322,METROPOLITAN AV,01/27/2020,10647
25323,METROPOLITAN AV,01/28/2020,11448
25324,METROPOLITAN AV,01/29/2020,11642
25325,METROPOLITAN AV,01/30/2020,11707
25326,METROPOLITAN AV,01/31/2020,11742
25327,METROPOLITAN AV,02/01/2020,8297
25328,METROPOLITAN AV,02/02/2020,6908
25329,METROPOLITAN AV,02/03/2020,11526
25330,METROPOLITAN AV,02/04/2020,11589
25331,METROPOLITAN AV,02/05/2020,11848
25332,METROPOLITAN AV,02/06/2020,11643
25333,METROPOLITAN AV,02/07/2020,11547
25334,METROPOLITAN AV,02/08/2020,8725
25335,METROPOLITAN AV,02/09/2020,7474
25336,METROPOLITAN AV,02/10/2020,11067
25337,METROPOLITAN AV,02/11/2020,11802
25338,METROPOLITAN AV,02/12/2020,11966
25339,METROPOLITAN AV,02/13/2020,11685
25340,METROPOLITAN AV,02/14/2020,12065
25341,METROPOLITAN AV,02/15/2020,9205
25342,METROPOLITAN AV,02/16/2020,7915
25343,METROPOLITAN AV,02/17/2020,10703
25344,METROPOLITAN AV,02/18/2020,10245
25345,METROPOLITAN AV,02/19/2020,10753
25346,METROPOLITAN AV,02/20/2020,10531
25347,METROPOLITAN AV,02/21/2020,10521
25348,METROPOLITAN AV,02/22/2020,8716
25349,METROPOLITAN AV,02/23/2020,7425
25350,METROPOLITAN AV,02/24/2020,11868
25351,METROPOLITAN AV,02/25/2020,11559
25352,METROPOLITAN AV,02/26/2020,11835
25353,METROPOLITAN AV,02/27/2020,11568
25354,METROPOLITAN AV,02/28/2020,11686
25355,METROPOLITAN AV,02/29/2020,8062
25356,METROPOLITAN AV,03/01/2020,6887
25357,METROPOLITAN AV,03/02/2020,11738
25358,METROPOLITAN AV,03/03/2020,11979
25359,METROPOLITAN AV,03/04/2020,12524
25360,METROPOLITAN AV,03/05/2020,12089
25361,METROPOLITAN AV,03/06/2020,11405
25362,METROPOLITAN AV,03/07/2020,8469
25363,METROPOLITAN AV,03/08/2020,7346
25364,METROPOLITAN AV,03/09/2020,11141
25365,METROPOLITAN AV,03/10/2020,10682
25366,METROPOLITAN AV,03/11/2020,10728
25367,METROPOLITAN AV,03/12/2020,9620
25368,METROPOLITAN AV,03/13/2020,8197
25369,METROPOLITAN AV,03/14/2020,4782
25370,METROPOLITAN AV,03/15/2020,3236
25371,METROPOLITAN AV,03/16/2020,4529
25372,METROPOLITAN AV,03/17/2020,3812
25373,METROPOLITAN AV,03/18/2020,3545
25374,METROPOLITAN AV,03/19/2020,3044
25375,METROPOLITAN AV,03/20/2020,3004
25376,METROPOLITAN AV,03/21/2020,2040
25377,METROPOLITAN AV,03/22/2020,1326
25378,METROPOLITAN AV,03/23/2020,1489
25379,METROPOLITAN AV,03/24/2020,1638
25380,METROPOLITAN AV,03/25/2020,1483
25381,METROPOLITAN AV,03/26/2020,1448
25382,METROPOLITAN AV,03/27/2020,1379
25383,METROPOLITAN AV,12/28/2019,7071
25384,METROPOLITAN AV,12/29/2019,6261
25385,METROPOLITAN AV,12/30/2019,8426
25386,METROPOLITAN AV,12/31/2019,8615
25387,METS-WILLETS PT,01/01/2020,1094
25388,METS-WILLETS PT,01/02/2020,2385
25389,METS-WILLETS PT,01/03/2020,2173
25390,METS-WILLETS PT,01/04/2020,1130
25391,METS-WILLETS PT,01/05/2020,826494
25392,METS-WILLETS PT,01/06/2020,2295
25393,METS-WILLETS PT,01/07/2020,2262
25394,METS-WILLETS PT,01/08/2020,2389
25395,METS-WILLETS PT,01/09/2020,2241
25396,METS-WILLETS PT,01/10/2020,2437
25397,METS-WILLETS PT,01/11/2020,2081
25398,METS-WILLETS PT,01/12/2020,1466
25399,METS-WILLETS PT,01/13/2020,2241
25400,METS-WILLETS PT,01/14/2020,2192
25401,METS-WILLETS PT,01/15/2020,2521
25402,METS-WILLETS PT,01/16/2020,2268
25403,METS-WILLETS PT,01/17/2020,2218
25404,METS-WILLETS PT,01/18/2020,1454
25405,METS-WILLETS PT,01/19/2020,1170
25406,METS-WILLETS PT,01/20/2020,1457
25407,METS-WILLETS PT,01/21/2020,2240
25408,METS-WILLETS PT,01/22/2020,2303
25409,METS-WILLETS PT,01/23/2020,2479
25410,METS-WILLETS PT,01/24/2020,2611
25411,METS-WILLETS PT,01/25/2020,1873
25412,METS-WILLETS PT,01/26/2020,1356
25413,METS-WILLETS PT,01/27/2020,2228
25414,METS-WILLETS PT,01/28/2020,2192
25415,METS-WILLETS PT,01/29/2020,2218
25416,METS-WILLETS PT,01/30/2020,2263
25417,METS-WILLETS PT,01/31/2020,2223
25418,METS-WILLETS PT,02/01/2020,36
25419,METS-WILLETS PT,02/02/2020,0
25420,METS-WILLETS PT,02/03/2020,2111
25421,METS-WILLETS PT,02/04/2020,2208
25422,METS-WILLETS PT,02/05/2020,2327
25423,METS-WILLETS PT,02/06/2020,2266
25424,METS-WILLETS PT,02/07/2020,2018
25425,METS-WILLETS PT,02/08/2020,38
25426,METS-WILLETS PT,02/09/2020,0
25427,METS-WILLETS PT,02/10/2020,2092
25428,METS-WILLETS PT,02/11/2020,2091
25429,METS-WILLETS PT,02/12/2020,2272
25430,METS-WILLETS PT,02/13/2020,2216
25431,METS-WILLETS PT,02/14/2020,2050
25432,METS-WILLETS PT,02/15/2020,38
25433,METS-WILLETS PT,02/16/2020,1
25434,METS-WILLETS PT,02/17/2020,1
25435,METS-WILLETS PT,02/18/2020,2050
25436,METS-WILLETS PT,02/19/2020,2417
25437,METS-WILLETS PT,02/20/2020,2324
25438,METS-WILLETS PT,02/21/2020,2224
25439,METS-WILLETS PT,02/22/2020,28
25440,METS-WILLETS PT,02/23/2020,0
25441,METS-WILLETS PT,02/24/2020,2384
25442,METS-WILLETS PT,02/25/2020,2199
25443,METS-WILLETS PT,02/26/2020,2191
25444,METS-WILLETS PT,02/27/2020,2333
25445,METS-WILLETS PT,02/28/2020,2162
25446,METS-WILLETS PT,02/29/2020,27
25447,METS-WILLETS PT,03/01/2020,0
25448,METS-WILLETS PT,03/02/2020,2326
25449,METS-WILLETS PT,03/03/2020,2199
25450,METS-WILLETS PT,03/04/2020,2538
25451,METS-WILLETS PT,03/05/2020,2407
25452,METS-WILLETS PT,03/06/2020,2174
25453,METS-WILLETS PT,03/07/2020,42
25454,METS-WILLETS PT,03/08/2020,0
25455,METS-WILLETS PT,03/09/2020,2636
25456,METS-WILLETS PT,03/10/2020,2268
25457,METS-WILLETS PT,03/11/2020,2409
25458,METS-WILLETS PT,03/12/2020,2269
25459,METS-WILLETS PT,03/13/2020,1854
25460,METS-WILLETS PT,03/14/2020,920
25461,METS-WILLETS PT,03/15/2020,964
25462,METS-WILLETS PT,03/16/2020,1365
25463,METS-WILLETS PT,03/17/2020,1149
25464,METS-WILLETS PT,03/18/2020,1057
25465,METS-WILLETS PT,03/19/2020,834
25466,METS-WILLETS PT,03/20/2020,813
25467,METS-WILLETS PT,03/21/2020,352
25468,METS-WILLETS PT,03/22/2020,201
25469,METS-WILLETS PT,03/23/2020,399
25470,METS-WILLETS PT,03/24/2020,463
25471,METS-WILLETS PT,03/25/2020,538
25472,METS-WILLETS PT,03/26/2020,460
25473,METS-WILLETS PT,03/27/2020,402
25474,METS-WILLETS PT,12/28/2019,2272
25475,METS-WILLETS PT,12/29/2019,1041
25476,METS-WILLETS PT,12/30/2019,1799
25477,METS-WILLETS PT,12/31/2019,2022
25478,MIDDLETOWN RD,01/01/2020,451
25479,MIDDLETOWN RD,01/02/2020,1946
25480,MIDDLETOWN RD,01/03/2020,1934
25481,MIDDLETOWN RD,01/04/2020,721
25482,MIDDLETOWN RD,01/05/2020,474
25483,MIDDLETOWN RD,01/06/2020,2076
25484,MIDDLETOWN RD,01/07/2020,2101
25485,MIDDLETOWN RD,01/08/2020,2068
25486,MIDDLETOWN RD,01/09/2020,2065
25487,MIDDLETOWN RD,01/10/2020,2063
25488,MIDDLETOWN RD,01/11/2020,758
25489,MIDDLETOWN RD,01/12/2020,523
25490,MIDDLETOWN RD,01/13/2020,2048
25491,MIDDLETOWN RD,01/14/2020,2205
25492,MIDDLETOWN RD,01/15/2020,2195
25493,MIDDLETOWN RD,01/16/2020,2182
25494,MIDDLETOWN RD,01/17/2020,2033
25495,MIDDLETOWN RD,01/18/2020,670
25496,MIDDLETOWN RD,01/19/2020,532
25497,MIDDLETOWN RD,01/20/2020,948
25498,MIDDLETOWN RD,01/21/2020,2016
25499,MIDDLETOWN RD,01/22/2020,1971
25500,MIDDLETOWN RD,01/23/2020,1978
25501,MIDDLETOWN RD,01/24/2020,1923
25502,MIDDLETOWN RD,01/25/2020,634
25503,MIDDLETOWN RD,01/26/2020,524
25504,MIDDLETOWN RD,01/27/2020,1846
25505,MIDDLETOWN RD,01/28/2020,2171
25506,MIDDLETOWN RD,01/29/2020,2203
25507,MIDDLETOWN RD,01/30/2020,2129
25508,MIDDLETOWN RD,01/31/2020,2125
25509,MIDDLETOWN RD,02/01/2020,733
25510,MIDDLETOWN RD,02/02/2020,536
25511,MIDDLETOWN RD,02/03/2020,2065
25512,MIDDLETOWN RD,02/04/2020,2252
25513,MIDDLETOWN RD,02/05/2020,2182
25514,MIDDLETOWN RD,02/06/2020,2235
25515,MIDDLETOWN RD,02/07/2020,2070
25516,MIDDLETOWN RD,02/08/2020,760
25517,MIDDLETOWN RD,02/09/2020,505
25518,MIDDLETOWN RD,02/10/2020,2025
25519,MIDDLETOWN RD,02/11/2020,2224
25520,MIDDLETOWN RD,02/12/2020,2138
25521,MIDDLETOWN RD,02/13/2020,2125
25522,MIDDLETOWN RD,02/14/2020,2073
25523,MIDDLETOWN RD,02/15/2020,722
25524,MIDDLETOWN RD,02/16/2020,496
25525,MIDDLETOWN RD,02/17/2020,936
25526,MIDDLETOWN RD,02/18/2020,1803
25527,MIDDLETOWN RD,02/19/2020,1805
25528,MIDDLETOWN RD,02/20/2020,1816
25529,MIDDLETOWN RD,02/21/2020,1672
25530,MIDDLETOWN RD,02/22/2020,701
25531,MIDDLETOWN RD,02/23/2020,539
25532,MIDDLETOWN RD,02/24/2020,2023
25533,MIDDLETOWN RD,02/25/2020,2125
25534,MIDDLETOWN RD,02/26/2020,2120
25535,MIDDLETOWN RD,02/27/2020,2116
25536,MIDDLETOWN RD,02/28/2020,2063
25537,MIDDLETOWN RD,02/29/2020,756
25538,MIDDLETOWN RD,03/01/2020,492
25539,MIDDLETOWN RD,03/02/2020,2030
25540,MIDDLETOWN RD,03/03/2020,2164
25541,MIDDLETOWN RD,03/04/2020,2094
25542,MIDDLETOWN RD,03/05/2020,2090
25543,MIDDLETOWN RD,03/06/2020,2027
25544,MIDDLETOWN RD,03/07/2020,755
25545,MIDDLETOWN RD,03/08/2020,528
25546,MIDDLETOWN RD,03/09/2020,1974
25547,MIDDLETOWN RD,03/10/2020,2085
25548,MIDDLETOWN RD,03/11/2020,1956
25549,MIDDLETOWN RD,03/12/2020,1800
25550,MIDDLETOWN RD,03/13/2020,1602
25551,MIDDLETOWN RD,03/14/2020,503
25552,MIDDLETOWN RD,03/15/2020,351
25553,MIDDLETOWN RD,03/16/2020,974
25554,MIDDLETOWN RD,03/17/2020,921
25555,MIDDLETOWN RD,03/18/2020,844
25556,MIDDLETOWN RD,03/19/2020,705
25557,MIDDLETOWN RD,03/20/2020,644
25558,MIDDLETOWN RD,03/21/2020,261
25559,MIDDLETOWN RD,03/22/2020,190
25560,MIDDLETOWN RD,03/23/2020,384
25561,MIDDLETOWN RD,03/24/2020,398
25562,MIDDLETOWN RD,03/25/2020,361
25563,MIDDLETOWN RD,03/26/2020,357
25564,MIDDLETOWN RD,03/27/2020,344
25565,MIDDLETOWN RD,12/28/2019,746
25566,MIDDLETOWN RD,12/29/2019,500
25567,MIDDLETOWN RD,12/30/2019,1455
25568,MIDDLETOWN RD,12/31/2019,1275
25569,MONTROSE AV,01/01/2020,2562
25570,MONTROSE AV,01/02/2020,5864
25571,MONTROSE AV,01/03/2020,6002
25572,MONTROSE AV,01/04/2020,2945
25573,MONTROSE AV,01/05/2020,2234
25574,MONTROSE AV,01/06/2020,6286
25575,MONTROSE AV,01/07/2020,6531
25576,MONTROSE AV,01/08/2020,6607
25577,MONTROSE AV,01/09/2020,6629
25578,MONTROSE AV,01/10/2020,6777
25579,MONTROSE AV,01/11/2020,3250
25580,MONTROSE AV,01/12/2020,2337
25581,MONTROSE AV,01/13/2020,6340
25582,MONTROSE AV,01/14/2020,6668
25583,MONTROSE AV,01/15/2020,6774
25584,MONTROSE AV,01/16/2020,6710
25585,MONTROSE AV,01/17/2020,6764
25586,MONTROSE AV,01/18/2020,10
25587,MONTROSE AV,01/19/2020,2
25588,MONTROSE AV,01/20/2020,4438
25589,MONTROSE AV,01/21/2020,6601
25590,MONTROSE AV,01/22/2020,6761
25591,MONTROSE AV,01/23/2020,6648
25592,MONTROSE AV,01/24/2020,6481
25593,MONTROSE AV,01/25/2020,2841
25594,MONTROSE AV,01/26/2020,2287
25595,MONTROSE AV,01/27/2020,6336
25596,MONTROSE AV,01/28/2020,6833
25597,MONTROSE AV,01/29/2020,7078
25598,MONTROSE AV,01/30/2020,6959
25599,MONTROSE AV,01/31/2020,6999
25600,MONTROSE AV,02/01/2020,3213
25601,MONTROSE AV,02/02/2020,2454
25602,MONTROSE AV,02/03/2020,6513
25603,MONTROSE AV,02/04/2020,6844
25604,MONTROSE AV,02/05/2020,7127
25605,MONTROSE AV,02/06/2020,6950
25606,MONTROSE AV,02/07/2020,7020
25607,MONTROSE AV,02/08/2020,3291
25608,MONTROSE AV,02/09/2020,2311
25609,MONTROSE AV,02/10/2020,6615
25610,MONTROSE AV,02/11/2020,6708
25611,MONTROSE AV,02/12/2020,7000
25612,MONTROSE AV,02/13/2020,6902
25613,MONTROSE AV,02/14/2020,7112
25614,MONTROSE AV,02/15/2020,5
25615,MONTROSE AV,02/16/2020,9
25616,MONTROSE AV,02/17/2020,11
25617,MONTROSE AV,02/18/2020,5928
25618,MONTROSE AV,02/19/2020,6390
25619,MONTROSE AV,02/20/2020,6306
25620,MONTROSE AV,02/21/2020,6304
25621,MONTROSE AV,02/22/2020,2947
25622,MONTROSE AV,02/23/2020,2125
25623,MONTROSE AV,02/24/2020,6379
25624,MONTROSE AV,02/25/2020,6808
25625,MONTROSE AV,02/26/2020,6987
25626,MONTROSE AV,02/27/2020,6960
25627,MONTROSE AV,02/28/2020,6850
25628,MONTROSE AV,02/29/2020,3165
25629,MONTROSE AV,03/01/2020,2211
25630,MONTROSE AV,03/02/2020,6512
25631,MONTROSE AV,03/03/2020,6777
25632,MONTROSE AV,03/04/2020,6289
25633,MONTROSE AV,03/05/2020,7043
25634,MONTROSE AV,03/06/2020,6816
25635,MONTROSE AV,03/07/2020,3112
25636,MONTROSE AV,03/08/2020,1988
25637,MONTROSE AV,03/09/2020,5864
25638,MONTROSE AV,03/10/2020,5929
25639,MONTROSE AV,03/11/2020,5643
25640,MONTROSE AV,03/12/2020,5034
25641,MONTROSE AV,03/13/2020,4156
25642,MONTROSE AV,03/14/2020,1552
25643,MONTROSE AV,03/15/2020,1094
25644,MONTROSE AV,03/16/2020,2364
25645,MONTROSE AV,03/17/2020,2066
25646,MONTROSE AV,03/18/2020,1756
25647,MONTROSE AV,03/19/2020,1561
25648,MONTROSE AV,03/20/2020,1456
25649,MONTROSE AV,03/21/2020,3
25650,MONTROSE AV,03/22/2020,10
25651,MONTROSE AV,03/23/2020,803
25652,MONTROSE AV,03/24/2020,893
25653,MONTROSE AV,03/25/2020,833
25654,MONTROSE AV,03/26/2020,765
25655,MONTROSE AV,03/27/2020,809
25656,MONTROSE AV,12/28/2019,2611
25657,MONTROSE AV,12/29/2019,2214
25658,MONTROSE AV,12/30/2019,4830
25659,MONTROSE AV,12/31/2019,4860
25660,MORGAN AV,01/01/2020,2836
25661,MORGAN AV,01/02/2020,6188
25662,MORGAN AV,01/03/2020,6291
25663,MORGAN AV,01/04/2020,3865
